video id,start,end,action label
130,68,114,bounce
130,114,125,half_squat
130,125,133,bounce
130,133,210,twist
130,210,220,bounce
130,220,263,step
130,263,283,bounce
130,283,300,step
130,301,319,twist
130,320,348,cabbage_patch
130,348,388,bounce
130,388,436,hands_up
131,0,52,bounce
131,52,68,step
131,68,114,bounce
131,114,125,half_squat
131,125,133,bounce
131,134,189,cabbage_patch
131,190,267,twist
131,267,277,bounce
131,278,355,step
131,355,375,bounce
131,375,392,step
131,392,420,cabbage_patch
131,420,460,bounce
131,460,508,hands_up
132,0,52,bounce
132,52,68,step
132,69,101,slide_step
132,102,148,bounce
132,148,159,half_squat
132,159,167,bounce
132,168,234,slide_step
132,235,312,twist
132,312,322,bounce
132,322,365,step
132,365,385,bounce
132,385,402,step
132,402,430,cabbage_patch
132,430,470,bounce
132,470,519,hands_up
133,0,52,bounce
133,52,68,step
133,68,114,bounce
133,115,160,cabbage_patch
133,161,172,half_squat
133,172,180,bounce
133,180,257,twist
133,257,267,bounce
133,267,321,step
133,322,342,bounce
133,342,359,step
133,359,387,cabbage_patch
133,387,427,bounce
133,427,475,hands_up
134,0,52,bounce
134,52,68,step
134,68,114,bounce
134,114,125,half_squat
134,125,133,bounce
134,133,210,twist
134,211,304,step
134,305,315,bounce
134,315,358,step
134,359,434,slide_step
134,435,455,bounce
134,455,472,step
134,472,500,cabbage_patch
134,500,540,bounce
134,540,588,hands_up
135,0,52,bounce
135,52,68,step
135,69,85,twist
135,86,132,bounce
135,132,143,half_squat
135,143,151,bounce
135,151,228,twist
135,228,238,bounce
135,238,281,step
135,281,301,bounce
135,301,318,step
135,318,346,cabbage_patch
135,346,386,bounce
135,386,434,hands_up
136,0,52,bounce
136,52,68,step
136,68,114,bounce
136,114,125,half_squat
136,125,133,bounce
136,134,165,step
136,166,243,twist
136,243,253,bounce
136,253,296,step
136,296,316,bounce
136,316,333,step
136,333,361,cabbage_patch
136,361,401,bounce
136,401,450,hands_up
137,0,52,bounce
137,52,68,step
137,68,114,bounce
137,114,125,half_squat
137,125,133,bounce
137,133,210,twist
137,210,220,bounce
137,220,263,step
137,264,278,slide_step
137,279,299,bounce
137,299,316,step
137,316,344,cabbage_patch
137,344,384,bounce
137,384,432,hands_up
138,0,52,bounce
138,52,68,step
138,68,114,bounce
138,114,125,half_squat
138,125,133,bounce
138,133,210,twist
138,210,220,bounce
138,220,263,step
138,263,283,bounce
138,283,300,step
138,300,328,cabbage_patch
138,329,369,slide_step
138,370,410,bounce
138,410,458,hands_up
139,0,52,bounce
139,52,68,step
139,68,114,bounce
139,114,125,half_squat
139,125,133,bounce
139,133,210,twist
139,210,220,bounce
139,220,263,step
139,263,283,bounce
139,283,300,step
139,300,328,cabbage_patch
139,329,413,bounce
139,413,461,hands_up
140,0,52,bounce
140,52,68,step
140,68,114,bounce
140,114,125,half_squat
140,126,149,twist
140,150,158,bounce
140,158,235,twist
140,235,245,bounce
140,245,288,step
140,288,308,bounce
140,308,325,step
140,325,353,cabbage_patch
140,353,393,bounce
140,393,441,hands_up
141,0,52,bounce
141,52,68,step
141,68,114,bounce
141,114,125,half_squat
141,125,133,bounce
141,133,210,twist
141,211,221,step
141,222,232,bounce
141,232,275,step
141,276,310,slide_step
141,311,331,bounce
141,331,348,step
141,348,376,cabbage_patch
141,376,416,bounce
141,416,464,hands_up
142,0,52,bounce
142,52,68,step
142,68,114,bounce
142,114,125,half_squat
142,125,133,bounce
142,133,210,twist
142,210,220,bounce
142,220,263,step
142,264,292,cabbage_patch
142,293,313,bounce
142,313,330,step
142,330,358,cabbage_patch
142,358,398,bounce
142,398,446,hands_up
143,0,52,bounce
143,52,68,step
143,69,164,bounce
143,164,175,half_squat
143,175,183,bounce
143,183,260,twist
143,260,270,bounce
143,270,313,step
143,313,333,bounce
143,333,350,step
143,350,378,cabbage_patch
143,379,401,half_squat
143,402,442,bounce
143,442,490,hands_up
144,0,52,bounce
144,52,68,step
144,68,114,bounce
144,115,135,step
144,136,147,half_squat
144,147,155,bounce
144,155,232,twist
144,233,254,bounce
144,254,297,step
144,297,317,bounce
144,317,334,step
144,334,362,cabbage_patch
144,362,402,bounce
144,402,450,hands_up
145,0,52,bounce
145,52,68,step
145,68,114,bounce
145,114,125,half_squat
145,125,133,bounce
145,133,210,twist
145,210,220,bounce
145,220,263,step
145,263,283,bounce
145,283,300,step
145,300,328,cabbage_patch
145,328,368,bounce
145,368,416,hands_up
145,417,472,bounce
146,0,10,half_squat
146,10,25,bounce
146,26,58,hands_up
146,59,79,twist
146,79,89,bounce
146,89,152,step
146,152,166,bounce
146,166,174,step
146,175,213,bounce
146,214,244,cabbage_patch
146,244,279,bounce
146,279,314,hands_up
146,315,330,step
146,331,343,bounce
146,343,363,slide_step
147,0,10,half_squat
147,11,43,hands_up
147,44,59,bounce
147,59,79,twist
147,79,89,bounce
147,90,204,step
147,204,218,bounce
147,218,255,step
147,256,286,cabbage_patch
147,286,321,bounce
147,321,356,hands_up
147,356,368,bounce
147,368,388,slide_step
148,0,10,half_squat
148,10,25,bounce
148,26,76,step
148,77,97,twist
148,97,107,bounce
148,107,170,step
148,170,184,bounce
148,184,192,step
148,192,222,cabbage_patch
148,222,257,bounce
148,257,292,hands_up
148,293,308,step
148,309,321,bounce
148,321,341,slide_step
149,0,10,half_squat
149,10,25,bounce
149,25,45,twist
149,45,55,bounce
149,55,118,step
149,118,132,bounce
149,133,153,twist
149,154,162,step
149,162,192,cabbage_patch
149,192,227,bounce
149,227,262,hands_up
149,263,291,bounce
149,291,311,slide_step
150,0,10,half_squat
150,10,25,bounce
150,26,56,cabbage_patch
150,57,77,twist
150,77,87,bounce
150,88,118,hands_up
150,119,182,step
150,182,196,bounce
150,196,204,step
150,204,234,cabbage_patch
150,234,269,bounce
150,269,304,hands_up
150,304,316,bounce
150,316,336,slide_step
151,0,10,half_squat
151,11,34,bounce
151,34,54,twist
151,54,64,bounce
151,65,175,step
151,176,201,bounce
151,201,209,step
151,209,239,cabbage_patch
151,239,274,bounce
151,274,309,hands_up
151,309,321,bounce
151,321,341,slide_step
152,0,10,half_squat
152,10,25,bounce
152,25,45,twist
152,45,55,bounce
152,55,118,step
152,118,132,bounce
152,132,140,step
152,140,170,cabbage_patch
152,171,232,bounce
152,232,267,hands_up
152,267,279,bounce
152,280,341,slide_step
153,0,10,half_squat
153,10,25,bounce
153,25,45,twist
153,45,55,bounce
153,55,118,step
153,118,132,bounce
153,132,140,step
153,140,170,cabbage_patch
153,171,206,twist
153,207,242,bounce
153,242,277,hands_up
153,278,331,bounce
153,331,351,slide_step
153,352,390,bounce
154,0,10,half_squat
154,10,25,bounce
154,25,45,twist
154,45,55,bounce
154,55,118,step
154,118,132,bounce
154,133,165,hands_up
154,166,174,step
154,174,204,cabbage_patch
154,204,239,bounce
154,239,274,hands_up
154,274,286,bounce
154,286,347,slide_step
155,0,10,half_squat
155,10,25,bounce
155,25,45,twist
155,46,65,bounce
155,65,128,step
155,128,142,bounce
155,142,150,step
155,150,180,cabbage_patch
155,180,215,bounce
155,215,250,hands_up
155,250,262,bounce
155,262,282,slide_step
155,283,308,bounce
156,0,10,half_squat
156,10,25,bounce
156,25,45,twist
156,46,157,bounce
156,157,220,step
156,220,234,bounce
156,234,242,step
156,242,272,cabbage_patch
156,272,307,bounce
156,307,342,hands_up
156,343,368,half_squat
156,369,381,bounce
156,381,401,slide_step
156,402,507,step
157,0,10,half_squat
157,11,37,step
157,38,53,bounce
157,53,73,twist
157,74,100,bounce
157,100,163,step
157,163,177,bounce
157,177,185,step
157,185,215,cabbage_patch
157,216,223,half_squat
157,224,259,bounce
157,259,294,hands_up
157,294,306,bounce
157,306,326,slide_step
158,0,10,half_squat
158,11,66,cabbage_patch
158,67,82,bounce
158,82,102,twist
158,102,112,bounce
158,112,175,step
158,175,189,bounce
158,189,197,step
158,197,227,cabbage_patch
158,227,262,bounce
158,262,297,hands_up
158,297,309,bounce
158,309,405,slide_step
159,0,10,half_squat
159,10,25,bounce
159,25,45,twist
159,45,55,bounce
159,55,118,step
159,118,132,bounce
159,133,143,twist
159,144,152,step
159,152,182,cabbage_patch
159,183,193,step
159,194,229,bounce
159,230,237,half_squat
159,238,273,hands_up
159,273,285,bounce
159,285,305,slide_step
160,0,10,half_squat
160,10,25,bounce
160,25,45,twist
160,45,55,bounce
160,55,118,step
160,119,179,hands_up
160,180,194,bounce
160,194,202,step
160,203,253,bounce
160,254,284,cabbage_patch
160,284,319,bounce
160,319,354,hands_up
160,354,366,bounce
160,366,386,slide_step
160,387,492,step
161,0,10,half_squat
161,10,25,bounce
161,25,45,twist
161,45,55,bounce
161,55,118,step
161,118,132,bounce
161,132,140,step
161,141,146,half_squat
161,147,177,cabbage_patch
161,178,188,twist
161,189,224,bounce
161,224,259,hands_up
161,259,271,bounce
161,272,302,slide_step
162,0,10,half_squat
162,10,25,bounce
162,26,58,cabbage_patch
162,59,79,twist
162,79,89,bounce
162,90,129,slide_step
162,130,193,step
162,193,207,bounce
162,208,288,hands_up
162,289,297,step
162,297,327,cabbage_patch
162,327,362,bounce
162,362,397,hands_up
162,397,409,bounce
162,409,429,slide_step
163,0,10,half_squat
163,10,25,bounce
163,26,57,twist
163,57,67,bounce
163,67,151,step
163,152,166,bounce
163,166,174,step
163,174,204,cabbage_patch
163,204,239,bounce
163,239,274,hands_up
163,274,286,bounce
163,286,306,slide_step
164,0,10,half_squat
164,10,25,bounce
164,26,134,half_squat
164,135,155,twist
164,155,165,bounce
164,165,228,step
164,228,242,bounce
164,242,250,step
164,250,341,cabbage_patch
164,342,377,bounce
164,377,412,hands_up
164,412,424,bounce
164,424,444,slide_step
164,445,449,bounce
165,0,10,half_squat
165,10,25,bounce
165,25,45,twist
165,46,77,bounce
165,77,140,step
165,141,169,cabbage_patch
165,170,184,bounce
165,185,210,step
165,210,240,cabbage_patch
165,240,275,bounce
165,275,310,hands_up
165,310,322,bounce
165,322,342,slide_step
166,0,10,half_squat
166,10,25,bounce
166,25,45,twist
166,45,55,bounce
166,55,118,step
166,119,158,bounce
166,158,166,step
166,166,196,cabbage_patch
166,196,231,bounce
166,232,250,twist
166,251,286,hands_up
166,286,298,bounce
166,298,318,slide_step
167,0,10,half_squat
167,11,66,cabbage_patch
167,67,82,bounce
167,83,98,step
167,99,119,twist
167,119,129,bounce
167,130,209,step
167,209,223,bounce
167,223,231,step
167,231,261,cabbage_patch
167,261,296,bounce
167,296,331,hands_up
167,331,343,bounce
167,343,363,slide_step
168,0,10,half_squat
168,10,25,bounce
168,25,45,twist
168,45,55,bounce
168,55,118,step
168,119,185,slide_step
168,186,200,bounce
168,200,208,step
168,208,238,cabbage_patch
168,238,273,bounce
168,274,342,hands_up
168,342,354,bounce
168,355,408,slide_step
169,0,10,half_squat
169,11,49,bounce
169,49,69,twist
169,69,79,bounce
169,79,142,step
169,142,156,bounce
169,157,202,cabbage_patch
169,203,211,step
169,211,241,cabbage_patch
169,241,276,bounce
169,276,311,hands_up
169,312,367,step
169,368,380,bounce
169,380,400,slide_step
170,0,10,half_squat
170,10,25,bounce
170,25,45,twist
170,45,55,bounce
170,56,68,slide_step
170,69,132,step
170,132,146,bounce
170,147,249,step
170,249,279,cabbage_patch
170,279,314,bounce
170,314,349,hands_up
170,350,425,slide_step
170,426,438,bounce
170,438,458,slide_step
171,0,10,half_squat
171,10,25,bounce
171,25,45,twist
171,46,65,step
171,66,76,bounce
171,76,139,step
171,139,153,bounce
171,153,161,step
171,161,191,cabbage_patch
171,192,248,bounce
171,248,283,hands_up
171,283,295,bounce
171,295,315,slide_step
171,316,331,half_squat
172,0,10,half_squat
172,10,25,bounce
172,25,45,twist
172,46,77,step
172,78,88,bounce
172,88,151,step
172,151,165,bounce
172,165,173,step
172,173,203,cabbage_patch
172,203,238,bounce
172,238,273,hands_up
172,273,285,bounce
172,285,305,slide_step
173,0,10,half_squat
173,11,25,slide_step
173,26,41,bounce
173,41,61,twist
173,61,71,bounce
173,71,134,step
173,134,148,bounce
173,148,156,step
173,156,186,cabbage_patch
173,186,221,bounce
173,221,256,hands_up
173,256,268,bounce
173,268,288,slide_step
174,0,10,half_squat
174,10,25,bounce
174,25,45,twist
174,46,86,slide_step
174,87,97,bounce
174,97,160,step
174,160,174,bounce
174,174,182,step
174,182,212,cabbage_patch
174,212,247,bounce
174,247,282,hands_up
174,282,294,bounce
174,294,314,slide_step
175,0,10,half_squat
175,10,25,bounce
175,25,45,twist
175,45,55,bounce
175,55,118,step
175,119,177,bounce
175,177,185,step
175,185,215,cabbage_patch
175,215,250,bounce
175,250,285,hands_up
175,285,297,bounce
175,297,317,slide_step
176,0,10,half_squat
176,10,25,bounce
176,25,45,twist
176,45,55,bounce
176,55,118,step
176,118,132,bounce
176,132,140,step
176,140,170,cabbage_patch
176,170,205,bounce
176,205,240,hands_up
176,240,252,bounce
176,252,272,slide_step
176,273,296,twist
177,0,10,half_squat
177,10,25,bounce
177,26,60,slide_step
177,61,81,twist
177,81,91,bounce
177,91,154,step
177,154,168,bounce
177,169,193,hands_up
177,194,202,step
177,202,232,cabbage_patch
177,232,267,bounce
177,268,316,step
177,317,352,hands_up
177,352,364,bounce
177,364,384,slide_step
178,0,10,half_squat
178,10,25,bounce
178,25,45,twist
178,46,63,slide_step
178,64,74,bounce
178,74,137,step
178,137,151,bounce
178,151,159,step
178,159,189,cabbage_patch
178,189,224,bounce
178,224,259,hands_up
178,260,315,bounce
178,316,366,step
178,367,387,slide_step
179,0,10,half_squat
179,10,25,bounce
179,25,45,twist
179,45,55,bounce
179,55,118,step
179,118,132,bounce
179,132,140,step
179,140,170,cabbage_patch
179,171,255,bounce
179,255,290,hands_up
179,290,302,bounce
179,302,322,slide_step
180,0,10,half_squat
180,10,25,bounce
180,25,45,twist
180,45,55,bounce
180,55,118,step
180,119,158,bounce
180,158,166,step
180,166,196,cabbage_patch
180,196,231,bounce
180,231,266,hands_up
180,266,278,bounce
180,279,299,step
180,300,320,slide_step
180,321,330,bounce
181,0,10,half_squat
181,10,25,bounce
181,25,45,twist
181,45,55,bounce
181,55,118,step
181,118,132,bounce
181,132,140,step
181,141,196,bounce
181,197,227,cabbage_patch
181,227,262,bounce
181,263,359,hands_up
181,360,395,slide_step
181,396,408,bounce
181,408,428,slide_step
182,0,52,bounce
182,52,68,step
182,69,142,bounce
182,142,202,half_squat
182,203,267,bounce
182,267,285,twist
182,286,323,slide_step
182,324,334,bounce
182,334,384,step
182,384,408,bounce
183,0,52,bounce
183,53,118,step
183,118,165,bounce
183,166,203,slide_step
183,204,264,half_squat
183,265,291,bounce
183,292,324,hands_up
183,325,343,twist
183,344,374,cabbage_patch
183,375,385,bounce
183,385,435,step
183,435,459,bounce
184,0,52,bounce
184,53,83,cabbage_patch
184,84,100,step
184,100,147,bounce
184,148,176,step
184,177,237,half_squat
184,237,254,bounce
184,254,272,twist
184,273,288,step
184,289,299,bounce
184,299,349,step
184,350,370,twist
184,371,395,bounce
185,0,52,bounce
185,52,68,step
185,69,89,slide_step
185,90,137,bounce
185,137,197,half_squat
185,197,214,bounce
185,214,232,twist
185,233,290,bounce
185,291,392,step
185,393,456,bounce
186,0,52,bounce
186,52,115,step
186,116,163,bounce
186,163,223,half_squat
186,223,240,bounce
186,240,258,twist
186,259,294,slide_step
186,295,305,bounce
186,306,385,step
186,386,416,cabbage_patch
186,417,442,bounce
187,0,52,bounce
187,52,119,step
187,120,167,bounce
187,167,227,half_squat
187,228,274,bounce
187,274,292,twist
187,293,308,step
187,309,319,bounce
187,319,369,step
187,369,393,bounce
188,0,52,bounce
188,52,68,step
188,69,109,slide_step
188,110,157,bounce
188,157,217,half_squat
188,218,261,bounce
188,262,317,step
188,318,336,twist
188,337,348,half_squat
188,349,359,bounce
188,359,409,step
188,410,426,cabbage_patch
188,427,451,bounce
188,452,498,step
189,0,52,bounce
189,52,68,step
189,69,104,twist
189,105,152,bounce
189,152,212,half_squat
189,213,243,cabbage_patch
189,244,261,bounce
189,261,279,twist
189,280,295,step
189,296,306,bounce
189,306,407,step
189,408,432,bounce
190,0,52,bounce
190,52,68,step
190,69,155,bounce
190,155,215,half_squat
190,215,232,bounce
190,232,250,twist
190,251,283,hands_up
190,284,294,bounce
190,295,424,step
190,425,465,slide_step
190,466,491,bounce
191,0,52,bounce
191,52,68,step
191,68,115,bounce
191,116,126,twist
191,127,187,half_squat
191,187,204,bounce
191,204,222,twist
191,223,238,cabbage_patch
191,239,249,bounce
191,249,299,step
191,300,306,half_squat
191,307,331,bounce
191,332,357,step
192,0,52,bounce
192,52,68,step
192,68,115,bounce
192,115,175,half_squat
192,176,251,slide_step
192,252,269,bounce
192,270,375,step
192,376,394,twist
192,395,421,bounce
192,421,471,step
192,472,532,hands_up
192,533,557,bounce
192,558,583,half_squat
193,0,52,bounce
193,53,80,step
193,81,88,half_squat
193,89,136,bounce
193,136,196,half_squat
193,197,202,step
193,203,220,bounce
193,220,238,twist
193,238,248,bounce
193,249,264,slide_step
193,265,315,step
193,315,339,bounce
194,0,52,bounce
194,53,166,step
194,167,242,slide_step
194,243,290,bounce
194,291,351,hands_up
194,352,412,half_squat
194,412,429,bounce
194,430,455,step
194,456,474,twist
194,474,484,bounce
194,484,570,step
194,571,595,bounce
195,0,52,bounce
195,53,68,slide_step
195,69,91,step
195,92,139,bounce
195,139,199,half_squat
195,199,216,bounce
195,216,234,twist
195,235,271,bounce
195,271,321,step
195,322,352,bounce
195,353,380,step
196,0,52,bounce
196,53,272,step
196,273,320,bounce
196,320,380,half_squat
196,381,419,bounce
196,420,455,step
196,456,474,twist
196,474,484,bounce
196,484,534,step
196,535,610,slide_step
196,611,635,bounce
197,0,52,bounce
197,53,73,hands_up
197,74,90,step
197,90,137,bounce
197,137,197,half_squat
197,198,221,bounce
197,221,239,twist
197,240,256,bounce
197,257,265,cabbage_patch
197,266,316,step
197,316,340,bounce
198,0,52,bounce
198,52,169,step
198,170,217,bounce
198,217,277,half_squat
198,278,356,bounce
198,356,415,twist
198,416,426,bounce
198,427,459,cabbage_patch
198,460,510,step
198,511,576,bounce
199,0,52,bounce
199,52,68,step
199,69,79,twist
199,80,127,bounce
199,128,136,step
199,137,197,half_squat
199,198,220,step
199,221,238,bounce
199,238,256,twist
199,256,266,bounce
199,266,316,step
199,317,347,bounce
199,348,368,slide_step
200,0,52,bounce
200,52,68,step
200,69,129,cabbage_patch
200,130,177,bounce
200,177,237,half_squat
200,238,321,step
200,322,339,bounce
200,339,398,twist
200,399,409,bounce
200,410,490,slide_step
200,491,541,step
200,541,566,bounce
201,0,52,bounce
201,53,87,step
201,88,182,bounce
201,182,242,half_squat
201,243,269,bounce
201,269,287,twist
201,287,297,bounce
201,297,347,step
201,348,425,twist
201,426,450,bounce
202,0,52,bounce
202,52,68,step
202,68,115,bounce
202,115,175,half_squat
202,176,204,bounce
202,204,222,twist
202,223,258,hands_up
202,259,269,bounce
202,270,384,step
202,385,445,bounce
203,0,52,bounce
203,52,68,step
203,68,115,bounce
203,116,131,step
203,132,192,half_squat
203,192,209,bounce
203,210,225,step
203,226,244,twist
203,245,278,step
203,279,289,bounce
203,289,410,step
203,411,435,bounce
203,436,491,cabbage_patch
204,0,52,bounce
204,52,68,step
204,69,127,bounce
204,128,194,slide_step
204,195,255,half_squat
204,256,288,slide_step
204,289,306,bounce
204,307,380,step
204,381,399,twist
204,400,439,bounce
204,439,489,step
204,489,514,bounce
204,515,547,hands_up
205,0,52,bounce
205,52,79,step
205,80,127,bounce
205,128,183,step
205,184,244,half_squat
205,245,340,twist
205,341,358,bounce
205,358,376,twist
205,377,398,bounce
205,399,444,cabbage_patch
205,445,495,step
205,495,520,bounce
206,0,52,bounce
206,53,128,slide_step
206,129,239,step
206,240,287,bounce
206,287,347,half_squat
206,347,364,bounce
206,364,382,twist
206,382,392,bounce
206,393,405,slide_step
206,406,456,step
206,456,480,bounce
207,0,52,bounce
207,52,115,step
207,116,163,bounce
207,163,223,half_squat
207,224,243,step
207,244,261,bounce
207,261,279,twist
207,279,289,bounce
207,289,339,step
207,340,355,half_squat
207,356,381,bounce
208,0,52,bounce
208,53,101,step
208,101,148,bounce
208,148,208,half_squat
208,208,225,bounce
208,225,243,twist
208,243,253,bounce
208,253,303,step
208,303,328,bounce
209,0,52,bounce
209,52,68,step
209,69,83,slide_step
209,84,131,bounce
209,131,191,half_squat
209,191,208,bounce
209,208,226,twist
209,226,236,bounce
209,236,286,step
209,286,310,bounce
210,0,52,bounce
210,52,68,step
210,68,115,bounce
210,115,175,half_squat
210,175,192,bounce
210,193,233,slide_step
210,234,252,twist
210,252,262,bounce
210,262,312,step
210,312,336,bounce
211,0,52,bounce
211,52,68,step
211,68,115,bounce
211,115,175,half_squat
211,175,192,bounce
211,192,210,twist
211,210,220,bounce
211,220,270,step
211,270,294,bounce
212,0,52,bounce
212,52,68,step
212,68,115,bounce
212,115,175,half_squat
212,175,192,bounce
212,192,234,twist
212,235,245,bounce
212,245,295,step
212,295,319,bounce
213,0,52,bounce
213,53,77,hands_up
213,78,94,step
213,95,150,bounce
213,151,161,step
213,162,222,half_squat
213,222,239,bounce
213,240,288,step
213,289,307,twist
213,307,317,bounce
213,317,367,step
213,368,402,slide_step
213,403,428,bounce
214,0,52,bounce
214,53,81,cabbage_patch
214,82,98,step
214,99,127,hands_up
214,128,175,bounce
214,175,235,half_squat
214,236,286,step
214,287,304,bounce
214,304,322,twist
214,322,332,bounce
214,332,398,step
214,399,423,bounce
214,424,441,slide_step
215,0,52,bounce
215,53,75,half_squat
215,76,92,step
215,93,161,bounce
215,162,176,step
215,177,237,half_squat
215,237,254,bounce
215,254,272,twist
215,272,282,bounce
215,283,298,twist
215,299,349,step
215,350,385,bounce
216,0,52,bounce
216,52,68,step
216,69,89,cabbage_patch
216,90,137,bounce
216,137,197,half_squat
216,197,214,bounce
216,214,232,twist
216,232,242,bounce
216,242,292,step
216,293,303,half_squat
216,304,328,bounce
216,329,382,step
217,0,52,bounce
217,53,94,step
217,94,141,bounce
217,141,201,half_squat
217,201,218,bounce
217,218,236,twist
217,237,268,bounce
217,269,304,slide_step
217,305,355,step
217,355,379,bounce
217,380,440,hands_up
218,0,33,step
218,33,60,bounce
218,61,127,step
218,128,168,bounce
218,169,224,cabbage_patch
218,225,256,step
218,257,329,bounce
218,330,350,twist
218,351,470,step
218,471,497,bounce
218,498,526,step
219,0,62,step
219,63,90,bounce
219,91,157,step
219,158,169,half_squat
219,170,225,cabbage_patch
219,226,272,bounce
219,273,288,step
219,289,321,hands_up
219,322,347,bounce
219,347,417,step
219,417,442,bounce
219,443,463,twist
220,0,33,step
220,34,71,slide_step
220,72,99,bounce
220,99,114,step
220,115,125,bounce
220,126,181,cabbage_patch
220,182,248,step
220,249,321,bounce
220,321,391,step
220,392,424,hands_up
220,425,450,bounce
220,451,479,step
221,0,62,step
221,63,90,bounce
221,90,105,step
221,106,143,bounce
221,144,199,cabbage_patch
221,200,211,half_squat
221,212,227,step
221,228,248,twist
221,249,274,bounce
221,274,344,step
221,345,381,bounce
222,0,33,step
222,34,77,bounce
222,77,92,step
222,93,115,bounce
222,116,171,cabbage_patch
222,172,234,step
222,235,265,cabbage_patch
222,266,291,bounce
222,291,361,step
222,362,397,slide_step
222,398,424,bounce
223,0,49,step
223,50,77,bounce
223,77,92,step
223,93,123,twist
223,124,179,cabbage_patch
223,179,241,step
223,242,267,bounce
223,268,300,slide_step
223,301,371,step
223,372,399,cabbage_patch
223,400,425,bounce
223,426,485,hands_up
224,0,33,step
224,34,64,hands_up
224,65,92,bounce
224,93,155,step
224,156,228,cabbage_patch
224,229,269,bounce
224,270,285,step
224,286,297,half_squat
224,298,323,bounce
224,323,393,step
224,393,418,bounce
224,419,474,step
225,0,82,step
225,83,110,bounce
225,111,142,step
225,143,181,bounce
225,182,237,cabbage_patch
225,238,246,bounce
225,247,262,step
225,263,299,bounce
225,300,337,slide_step
225,338,408,step
225,409,420,half_squat
225,421,447,bounce
226,0,33,step
226,34,66,hands_up
226,67,94,bounce
226,95,135,slide_step
226,136,230,step
226,231,286,cabbage_patch
226,286,301,step
226,302,333,bounce
226,333,403,step
226,403,429,bounce
227,0,33,step
227,34,49,slide_step
227,50,77,bounce
227,77,118,step
227,119,174,cabbage_patch
227,175,201,step
227,202,254,bounce
227,254,324,step
227,325,357,bounce
228,0,139,step
228,140,167,bounce
228,168,219,step
228,220,310,bounce
228,311,366,cabbage_patch
228,367,467,bounce
228,468,483,step
228,483,508,bounce
228,509,584,slide_step
228,585,752,step
228,753,779,bounce
229,0,33,step
229,33,60,bounce
229,60,75,step
229,76,91,slide_step
229,92,147,cabbage_patch
229,148,173,bounce
229,174,189,step
229,190,197,half_squat
229,198,223,bounce
229,224,305,step
229,306,321,hands_up
229,322,347,bounce
229,348,363,cabbage_patch
230,0,33,step
230,34,94,hands_up
230,95,122,bounce
230,123,174,step
230,175,260,bounce
230,261,372,cabbage_patch
230,373,388,step
230,388,413,bounce
230,414,616,step
230,617,642,bounce
230,643,668,half_squat
231,0,33,step
231,34,44,twist
231,45,72,bounce
231,72,98,step
231,99,154,cabbage_patch
231,155,180,bounce
231,181,196,step
231,197,228,bounce
231,228,324,step
231,325,350,bounce
231,351,366,hands_up
232,0,33,step
232,34,147,bounce
232,148,295,step
232,296,407,cabbage_patch
232,408,423,step
232,424,550,bounce
232,551,576,half_squat
232,577,647,step
232,648,688,twist
232,689,714,bounce
233,0,33,step
233,34,74,bounce
233,74,89,step
233,90,107,bounce
233,108,163,cabbage_patch
233,164,174,bounce
233,175,201,step
233,202,227,bounce
233,227,297,step
233,298,307,slide_step
233,308,334,bounce
233,335,355,hands_up
234,0,33,step
234,34,110,bounce
234,110,125,step
234,126,206,hands_up
234,207,262,cabbage_patch
234,263,281,bounce
234,282,297,step
234,298,392,bounce
234,393,433,twist
234,434,504,step
234,504,529,bounce
234,530,550,half_squat
235,0,44,step
235,45,72,bounce
235,72,87,step
235,88,94,half_squat
235,95,150,cabbage_patch
235,150,165,step
235,166,186,slide_step
235,187,212,bounce
235,213,228,cabbage_patch
235,229,299,step
235,300,336,bounce
235,337,352,hands_up
236,0,33,step
236,33,60,bounce
236,60,75,step
236,76,156,slide_step
236,157,212,cabbage_patch
236,213,253,twist
236,254,353,step
236,354,379,bounce
236,379,449,step
236,450,510,cabbage_patch
236,511,537,bounce
236,538,598,hands_up
237,0,33,step
237,34,114,bounce
237,115,147,step
237,148,159,half_squat
237,160,215,cabbage_patch
237,215,230,step
237,231,277,bounce
237,278,366,step
237,367,433,bounce
237,434,511,twist
238,0,42,step
238,43,70,bounce
238,70,85,step
238,86,96,half_squat
238,97,152,cabbage_patch
238,153,173,twist
238,174,189,step
238,190,220,cabbage_patch
238,221,246,bounce
238,246,316,step
238,317,355,bounce
238,356,419,step
239,0,33,step
239,33,60,bounce
239,60,75,step
239,76,94,twist
239,95,150,cabbage_patch
239,151,168,bounce
239,169,235,step
239,236,261,bounce
239,261,331,step
239,332,410,bounce
240,0,33,step
240,34,66,hands_up
240,67,94,bounce
240,94,109,step
240,110,138,bounce
240,139,194,cabbage_patch
240,195,261,slide_step
240,262,351,step
240,352,377,bounce
240,377,447,step
240,448,485,bounce
240,486,518,slide_step
241,0,89,step
241,90,117,bounce
241,118,144,step
241,144,199,cabbage_patch
241,199,214,step
241,215,251,bounce
241,252,297,cabbage_patch
241,298,368,step
241,369,464,twist
241,465,491,bounce
242,0,33,step
242,33,60,bounce
242,61,136,slide_step
242,137,152,step
242,152,207,cabbage_patch
242,207,222,step
242,223,235,slide_step
242,236,261,bounce
242,261,331,step
242,331,356,bounce
242,357,450,step
243,0,53,step
243,54,81,bounce
243,82,98,twist
243,99,114,step
243,115,135,bounce
243,136,191,cabbage_patch
